budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
9600000,"Drama, Romance",,9700,"cuba, fidel castro, che guevara",en,The Lost City,"In Havana, Cuba in the late 1950's, a wealthy family, one of whose sons is a prominent nightclub owner, is caught in the violent transition from the oppressive regime of Batista to the Marxist government of Fidel Castro. Castro's regime ultimately leads the nightclub owner to flee to New York.",3.588529,Lions Gate Films,United States of America,2005-09-03,4386236,144.0,English,Released,,The Lost City,6.0,24
11000000,Comedy,,10471,"prison, repayment, gang war, boy gang, revenge, escape from prison, escape, los angeles, gang member, mexican american, cholo",en,Next Friday,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.",9.337388,New Line Cinema,United States of America,2000-01-12,59827328,98.0,English,Released,The suburbs make the hood look good.,Next Friday,6.4,135
10000000,Action,,250066,"brother brother relationship, robbery, bank",en,American Heist,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",11.431434,"NGN Productions, Glacier Films, Maple Leaf Finance Primeredian Entertainment","Canada, Luxembourg",2014-09-11,0,94.0,English,Released,Brothers in arms for life.,American Heist,4.3,158
9500000,"Action, Thriller, Adventure",http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,667,"london england, japan, england, assassination, helicopter, vulkan, assassin, asia, secret identity, nasa, island, russia, missile, war ship, ninja fighter, secret base, secret mission, secret organization, secret intelligence service, phantom, villain, sumo ringer, volcano, funeral, space, soldier, killer, secret service, blast",en,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,28.675891,Eon Productions,United Kingdom,1967-06-12,111584787,117.0,"English, 日本語, Pусский",Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,531
8900000,"Drama, Romance",,86837,"nurse, music teacher, aging, daughter, music, love, retired, illness, pigeon, stroke, octogenarian, old couple",fr,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",17.151293,"Les Films du Losange, Wega Film, X-Filme Creative Pool","France, Austria, Germany",2012-07-01,19839492,127.0,Français,Released,,Amour,7.5,400
10500000,"Horror, Thriller",,10306,"chicago, religion and supernatural, supernatural powers, devil, demon",en,Poltergeist III,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",11.225044,Metro-Goldwyn-Mayer (MGM),United States of America,1988-06-10,14144000,98.0,English,Released,He's found her.,Poltergeist III,4.5,123
9500000,"Horror, Science Fiction",,106845,"reality tv, conspiracy, zombie, zombie apocalypse",en,Re-Kill,"Five years after a zombie outbreak, the men and women of R-Division hunt down and destroy the undead. When they see signs of a second outbreak, they fear humanity may not survive.",5.346205,"Signature Pictures, After Dark Films, Midsummer Films",United States of America,2015-10-16,0,87.0,English,Released,We are the endangered species.,Re-Kill,4.9,34
9400000,"Action, Adventure, Comedy, Crime",,11576,"competition, prison, california, chase, humor, national park, treasure hunt, slapstick, money, car chase, desert, race, cash, planes, funny",en,"It's a Mad, Mad, Mad, Mad World","A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",14.562991,"United Artists, Casey Productions",United States of America,1963-11-07,60000000,163.0,English,Released,The biggest entertainment ever to rock the screen with laughter!,"It's a Mad, Mad, Mad, Mad World",7.0,140
12899867,"Comedy, Drama, Romance",http://www.volver-lapelicula.com,219,"child abuse, rape, fire, sexual abuse, madrid, secret, return, solidarity, village, superstition, crime, death, ghost, abusive father",es,Volver,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",19.747809,El Deseo,Spain,2006-03-16,85582407,121.0,Español,Released,Return.,Volver,7.3,406
9300000,"Animation, Science Fiction",,11827,"flying car, taxi, heavy metal, cult favorite, midnight movie, drug use, adult animation",en,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",12.928269,Canadian Film Development Corporation (CFDC),Canada,1981-08-07,0,90.0,"English, Magyar",Released,A Step Beyond Science Fiction,Heavy Metal,6.2,148
10000000,"Action, Comedy, Thriller",http://www.gentlemenbroncos.com/,22820,"writing, plagiarism, independent film, homeschooling, aftercreditsstinger, duringcreditsstinger",en,Gentlemen Broncos,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist.,3.193777,,United States of America,2009-09-30,0,89.0,English,Released,"Oinus, Ainous, Anous, Odious.",Gentlemen Broncos,6.2,51
0,"Drama, War",,31174,"england, shakespeare, kidnapping, murder, king",en,Richard III,Shakespeare's Play transplanted into a 1930s setting.,5.107235,"British Screen, Mayfair Entertainment International","United Kingdom, United States of America",1995-12-29,0,104.0,English,Released,"I can smile, and murder while I smile",Richard III,6.9,49
10000000,"Action, Horror, Thriller",,244316,"grizzly bear, wilderness, forest, alaska, survival, bear",en,Into the Grizzly Maze,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,10.073144,"Purple Pictures, Paul Schiff Productions, Indomitable Entertainment","Canada, United States of America",2015-02-27,0,94.0,English,Released,Hunt or be hunted.,Into the Grizzly Maze,5.1,74
7400000,"Drama, Science Fiction",,62215,"wedding reception, power outage, destruction of planet, wedding toast",da,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,36.173598,"Zentropa Entertainments, Det Danske Filminstitut, Danmarks Radio (DR), Memfis Film, Eurimages, Sveriges Television (SVT), Canal+, CinéCinéma, Slot Machine, Zentropa International Sweden, Zentropa International Köln, Liberator Productions, Swedish Film Institute, Centre National du Cinéma et de L'image Animée (CNC), Film i Väst, Filmstiftung Nordrhein-Westfalen, Legion Entertainment, Edition Video, Nordisk Film Distribution","Denmark, France, Germany, Sweden",2011-05-26,21817298,136.0,English,Released,Enjoy it while it lasts,Melancholia,7.0,885
0,"Drama, Comedy, Family",http://www.reddogmovie.com/,66125,"1970s, human animal relationship, australia, grief, search, dog, death, mourning, based on true events, australian outback, dog missing",en,Red Dog,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,5.499412,"Screen Australia, Endymion Films, ScreenWest, Essential Entertainment, Woss Group Film Productions, The South Australian Film Corporation",Australia,2011-08-04,0,92.0,"English, Polski",Released,He's Been Everywhere Mate.,Red Dog,7.1,83
0,"Drama, Romance",,132316,"bollywood, fall in love",hi,Jab Tak Hai Jaan,"An ex-army man, leading a double life in London, must choose between his wife and muse.  Jab Tak Hai Jaan movie is a love triangle,and also marks the return of Yash Chopra as a director after eight years.  In Jab Tak Hai Jaan, Shahrukh Khan plays the character of Samar who is an angry, unforgiving, with loads of emotional baggage. His role will span two ages, one in his late twenties as a musician based in London and the other at an older age as an introverted, composed, dutiful army officer in Kashmir.  Katrina as Meera play as a seductress, an unattainable beauty. And Anushka as Akira who is 21 year old and works for Discovery Channel and makes documentaries.",5.900535,Yash Raj Films,India,2012-11-13,0,176.0,हिन्दी,Released,,Jab Tak Hai Jaan,7.3,66
11000000,"Horror, Action, Thriller, Science Fiction",https://www.facebook.com/alienanthology/,348,"android, countdown, space marine, space suit, beheading, dystopia, biology, cowardice, spaceship, space, alien, female protagonist, outer space, parasite, h. r. giger, xenomorph",en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",94.184658,"Twentieth Century Fox Film Corporation, Brandywine Productions","United States of America, United Kingdom",1979-05-25,104931801,117.0,"English, Español",Released,In space no one can hear you scream.,Alien,7.9,4470
85000,Horror,,30497,"gas station, texas, van, gore, midnight movie, surprise ending, shock in the end, leatherface, hitchhiker, slaughterhouse, slasher, chainsaw, family, polaroid, cannibals, proto-slasher",en,The Texas Chain Saw Massacre,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,29.262427,"New Line Cinema, Vortex",United States of America,1974-10-01,30859000,83.0,English,Released,Who will survive and what will be left of them?,The Texas Chain Saw Massacre,7.2,590
